Title,Company,Location,Experience,Salary,Description,Skills,Job Link
MEGA Hiring For International Voice Executive(BPO),Spes Manning Solutions,Pune(Viman Nagar +3),0-5 Yrs,3-6.5 Lacs PA,"SHIFTS:-Rotational Shifts.(UK, US, Aus)GRAB GRADUATES / UNDERGRADUATES . Freshers CAN A...","Us Voice Process, International BPO, International Voice Process, International Calling, UK Process, Calling, Hiring, International voice",https://www.naukri.com/job-listings-mega-hiring-for-international-voice-executive-bpo-spes-manning-pune-0-to-5-years-240225003319
Career Opportunities in International Voice and Chat Support. Hybrid,Spes Manning solution,Pune(Aundh +5),0-5 Yrs,3.5-6.5 Lacs PA,Type Full Time. In Hand - 20k to 49k (30% hike) + Incentives on performance based +PF +...,"International Non Voice, Technical Support, Chat Support, International BPO, International Voice Process, International voice, Non voice, Voice process",https://www.naukri.com/job-listings-career-opportunities-in-international-voice-and-chat-support-hybrid-spes-manning-pune-0-to-5-years-220225008667
Hiring For Hybrid Work Model || Customer Care Executive || MNCs,Spes Manning Solutions,Pune(Kharadi +4),0-5 Yrs,3-6.5 Lacs PA,"Shift: Rotational shifts, Rotational offsShifts: Rotational shifts with rotational offs...","Blended Process, Customer Support, Bpo Customer Service, International Chat Process, International Voice Process, International voice, Customer care, BPO",https://www.naukri.com/job-listings-hiring-for-hybrid-work-model-customer-care-executive-mncs-spes-manning-solutions-llp-pune-0-to-5-years-220225005468
"Massive Hiring For top International Bpo's (Voice,Chat,Blended)",Spes Manning,Pune(Kharadi +4),0-5 Yrs,3-6.5 Lacs PA,Type Full TimeIn Hand - 20k to 49k (30% hike) + Incentives on performance based +PF +Al...,"Communication Skills, Fluent English, Voice Process, International Voice Process, Chat Process, BPO, Customer Support, Customer Care",https://www.naukri.com/job-listings-massive-hiring-for-top-international-bpo-s-voice-chat-blended-spes-manning-solutions-llp-pune-0-to-5-years-220225004466
Urgent Hiring....!For International BPO (Voice and Chat Process),SPES MANNING SOLUTIONS,Pune(Viman Nagar +3),0-5 Yrs,2.75-5.5 Lacs PA,Willingness to work in shifts (including night shifts)Location:- Pune. Education:- Grad...,"Good English Communication, Bpo Customer Service, Excellent Communication In English, International BPO, International Voice Process, Chat, BPO, Communication skills",https://www.naukri.com/job-listings-urgent-hiring-for-international-bpo-voice-and-chat-process-spes-manning-pune-0-to-5-years-220225008013
BPO Hirngs For Voice/Chat Support Executive (Hybrid Mode),SPES MANNING SOLUTION,Pune(Kharadi +4),0-5 Yrs,2-6 Lacs PA,"Flexibility to work in shifts, including evenings, weekends . Opportunity to work in a ...","Blended Process, Inbound Customer Service, Fluent English, Communicative English, Bpo Voice, Customer Support, Chat Process, Chat",https://www.naukri.com/job-listings-bpo-hirngs-for-voice-chat-support-executive-hybrid-mode-spes-manning-pune-0-to-5-years-220225008405
Analyst- Financial Process Services,Tresvista Financial Services,"Hybrid - Pune(Hinjewadi Phase 1), India",0-2 Yrs,Not disclosed,Basic knowledge of accounting concepts and strong analytical ability|Spreading financia...,"accounting skills, R2R, Cash flow statement, Journal Entries, Accounts Payable and Receivable, P2P, Accounting, Accounts payable",https://www.naukri.com/job-listings-analyst-financial-process-services-tresvista-financial-services-pune-india-0-to-2-years-250225007182
Front Desk Executive,Doehler,Pune(Hinjewadi Phase 2),4-6 Yrs,3.5-4.5 Lacs PA,"a bachelors degree in hospitality, business administration, or a related field is prefe...","Office Administration, Front Office, Receptionist Activities, Vendor Coordination, Vendor Management, Petty Cash Management, Administrative Assistance, Travel Management",https://www.naukri.com/job-listings-front-desk-executive-doehler-pune-4-to-6-years-250225018382
Robotic Engineer,Automotive Robotics Ltd,Pune(Shikrapur +14),1-6 Yrs,2-4 Lacs PA,"Hiring for Robotic production Engineer Yaskawa, Fanuc, ABB, Panasonic, Kuka Exp - 1 to ...","Fanuc, Teaching, Robot Programming, Robotic Welding, Yaskawa, Abb, Spot Welding, Kuka",https://www.naukri.com/job-listings-robotic-engineer-ag-success-staffing-solutions-pune-1-to-6-years-180225017788
Production Manager - Press Shop,AG Success Staffing Solutions,Pune(Shikrapur +14),10-20 Yrs,3.5-7 Lacs PA,Hiring for Production Manager in Automotive Industry Exp - 10 to 20 years in Sheet Meta...,"Heavy Fabrication, Press Shop, Production Management, Production Supervising, Stamping, ABB, Welding, Documentation",https://www.naukri.com/job-listings-production-manager-press-shop-ag-success-staffing-solutions-pune-10-to-20-years-180225015821
English Teacher,Malpani Foundation,Pune(Sus +1),2-7 Yrs,Not disclosed,Incorporate technology and modern teaching methods to improve the learning experience B...,"Teaching English, Teaching, English",https://www.naukri.com/job-listings-english-teacher-malpani-foundation-pune-2-to-7-years-250225013156
Crm Executive,Paranjape Schemes Construction,Pune(Hinjewadi Phase 1 +2),3-7 Yrs,3-7 Lacs PA,Preferred candidate profile,"CRM Management, Payment Followup, Post Sales, Customer Relationship, After Sales Support, Collections, Customer Management, Follow Ups",https://www.naukri.com/job-listings-crm-executive-paranjape-schemes-construction-ltd-pune-3-to-7-years-250225018514
Data & Reporting Support Enginner,Talent Hr Networks,"Hybrid - Pune(Hinjewadi), Mumbai (All Areas)",6-9 Yrs,10-15 Lacs PA,We are hiring Data & Reporting Support Enginner with below skills. SQLAzure (Azure Devo...,"Azure Data Factory, Power Bi, SQL Database, Azure Devops, SSRS, Microsoft Azure, DBMS, Reporting",https://www.naukri.com/job-listings-data-reporting-support-enginner-talent-hr-networks-pune-mumbai-all-areas-6-to-9-years-190225009382
Project Coordinator,orcapod,Pune(Hinjewadi Phase 1),3-6 Yrs,5-8 Lacs PA,"Must have previous Service Now and JIRA Hands-on experience e.g writing queries, settin...","PMO, Service Now, JIRA, Project, Project coordination, Servicenow",https://www.naukri.com/job-listings-project-coordinator-orcapod-consulting-services-pune-3-to-6-years-250225019497
Sr. Validation Engineer,Tropicool Car Gadgets,Pune(Hinjewadi Rajiv Gandhi Infotech Park),4-7 Yrs,Not disclosed,Ensure alignment with customer requirement & regulatory standard during validation Sett...,"Validation, DFMEA, EMC, Power Electronics, Homologation, Dc-Dc, Data validation, Electronics",https://www.naukri.com/job-listings-sr-validation-engineer-tropicool-car-gadgets-pune-4-to-7-years-260225012719
Cloud Security Analyst Cyber Assurance,Orcapod,Pune(Hinjewadi Phase 1),3-6 Yrs,11-18 Lacs PA,"Mandatory Skill : Cloud Technologies (AWS, Azure, GCP), Risk assessment, Cloud security...","Cloud Security, Cyber Security, Risk Assessment, Iaas, Assessment, Cloud, Cyber, Risk",https://www.naukri.com/job-listings-cloud-security-analyst-cyber-assurance-orcapod-consulting-services-pune-3-to-6-years-250225019165
Senior Software Engineer Frontend,orcapod,Pune(Hinjewadi Phase 1),3-7 Yrs,15-22.5 Lacs PA,"Skills required - Java, Spring boot, Docker, k8s, GIT. Good to have - AWS, Harbor, Node...","Javascript, React.Js, Angular, Senior, Front end, Software",https://www.naukri.com/job-listings-senior-software-engineer-frontend-orcapod-consulting-services-pune-3-to-7-years-260225019129
MongoDB Developer (Party Data - Banking Domain),"""Join a Leading IT Firm Revolutionizing Banking with MongoDB","Hybrid - Hyderabad(Gachibowli +1), Pune(Kharadi +3)",5-8 Yrs,10-14 Lacs PA,Work Mode & Shift Details: . Work Mode: Hybrid (Pune / Hyderabad) Shift Timing: Regular...,"MongoDB, MongoDB Administrator, MongoDB Developer, Database Performance Tuning, MongoDB Architect, NoSQL Database, MongoDB Data Modeling, MongoDB for Banking",https://www.naukri.com/job-listings-mongodb-developer-party-data-banking-domain-career-guideline-hyderabad-pune-5-to-8-years-260225006341
Python AWS Lead,Advaya Hr Solutions (opc),Pune(Hinjewadi),8-13 Yrs,15-22.5 Lacs PA,Preferred candidate profile . We are seeking a skilled Senior Python Lead Developer wit...,"AWS, Python, RestfulAPI, AWS Services, database, Web Framework, Ci/Cd, cloud formation",https://www.naukri.com/job-listings-python-aws-lead-advaya-hr-solutions-opc-pune-8-to-13-years-260225015986
International Business Development Manager,NeoSOFT,"Pune(Hinjewadi), Mumbai (All Areas)(Dadar)",3-8 Yrs,Not disclosed,"Experience : 5+yrs (IT services / staffing experience mandatory) . A professional, self...","Sales, It Services Sales, US Sales, Business Development, IT Sales, US Market, International Business Development, International business",https://www.naukri.com/job-listings-international-business-development-manager-neosoft-pune-mumbai-all-areas-3-to-8-years-190225009823
Executive Hiring For International Voice Process (BPO),KVC CONSULTANTS LTD,Pune(Viman Nagar +2),0-2 Yrs,3-5 Lacs PA,"SHIFTS:- . Rotational Shifts.(UK, US, Aus). GRADUATES / UNDERGRADUATES Freshers CAN APP...","Blended Process, Travel Process, International Voice Process, Inbound Process, Voice Process, Amadeus, US Process, Travel Domain",https://www.naukri.com/job-listings-executive-hiring-for-international-voice-process-bpo-kvc-consultants-ltd-pune-0-to-2-years-220225004318
International BPO Customer Care Executive- PUNE,INTERNATIONAL BPO,Pune(Aundh +4),0-5 Yrs,3-6.5 Lacs PA,Ability to work on rotational shifts including as per business requirements. Eligibilit...,"Blended Process, Technical Voice Process, International Process, International Chat Process, International Voice Process, Chat Process, Expression blend, International voice",https://www.naukri.com/job-listings-international-bpo-customer-care-executive-pune-spes-manning-solutions-llp-pune-0-to-5-years-200225021919
Customer Care Advisor(Voice/Chat),Spes Manning,Pune(Viman Nagar +3),0-5 Yrs,3-6.5 Lacs PA,Shifts: Rotational Shifts . Education: Graduation In Any Domain . Free Transport: Free ...,"Fluent English, Voice Process, International BPO, Chat Process, Fluent, International, Process, Voice",https://www.naukri.com/job-listings-customer-care-advisor-voice-chat-spes-manning-solutions-llp-pune-0-to-5-years-150225008939
Exclusive Hiring For International VOICE / CHAT/ Blended Process,Spes Manning,Pune(Kharadi +4),0-5 Yrs,3-6 Lacs PA,"US SHIFTS. UK SHIFTS. AUSTRALIAN SHIFTS . "" EXCELLENT COMMUNICATION IS MUST "". .","Blended Process, Customer Support, Voice Process, International BPO, Chat Process, Inbound Process, BPO, Inbound",https://www.naukri.com/job-listings-exclusive-hiring-for-international-voice-chat-blended-process-spes-manning-solutions-llp-pune-0-to-5-years-140225020777
Bulk Hiring For Freshers - eClerx - International Voice Process | Pune,Moon Consultants,"Pimpri-Chinchwad, Pune(Hinjewadi)",0-3 Yrs,2.5-3.75 Lacs PA,"Graduation mandatory, fluent communication in English|Provide customer support in an in...","BPO, Fluent English, Spoken English, Excellent Communication In English, Voice, Customer Service, International Call Center, Accent",https://www.naukri.com/job-listings-bulk-hiring-for-freshers-eclerx-international-voice-process-pune-moon-consultants-pimpri-chinchwad-pune-0-to-3-years-240225015893
Bulk Hiring For Freshers - eClerx - Analyst - US Voice Process | Pune,Moon Consultants,"Pimpri-Chinchwad, Pune(Hinjewadi)",0-5 Yrs,2.5-3.75 Lacs PA,Graduate Freshers (2019 & Onwards) and HSC + 6 months experience can apply Fluent commu...,"BPO, Fluent English, Spoken English, Excellent Communication In English, Voice, Customer Service, International Call Center, Accent",https://www.naukri.com/job-listings-bulk-hiring-for-freshers-eclerx-analyst-us-voice-process-pune-moon-consultants-pimpri-chinchwad-pune-0-to-5-years-220225010836
Graphic Designer,Custom Mania,Pune(Marunji),0-5 Yrs,1.44-1.8 Lacs PA,"Responsibilities:* Create visually appealing designs using Photoshop, Corel Draw & Illu...","Illustrator, Corel Draw, Graphic Designing, Photoshop, Design, Illustration, Corel, Draw",https://www.naukri.com/job-listings-graphic-designer-custom-mania-pune-0-to-5-years-210225012549
Art And Craft Teacher,ORCHIDS THE INTERNATIONAL SCHOOL,Pune(Tathawade),19 Feb - 28 Feb,"50,000-2.75 Lacs PA",Female candidates only (as per school policy). Job Location: Tathawade. . Required Skil...,"Drawing, Art, Visual Arts, Craft, Fine Arts, Sketchup, Creative, Hand Drafting",https://www.naukri.com/job-listings-art-and-craft-teacher-orchids-the-international-school-pune-0-to-5-years-300125020679
Guest Relation Executive,Miracle Group,Pune(Tathawade +1),3-5 Yrs,2.5-3.5 Lacs PA,"GRE are primarily responsible for welcoming and interacting with potential clients, man...","Hospitality, Office Administration, Front Office Operations, Guest Relations, Staff Coordination, Housekeeping, Event Management, Attendance Management",https://www.naukri.com/job-listings-guest-relation-executive-miracle-group-pune-3-to-5-years-250225017877
Software Developer,Krawlnet Technologies,Pune(Hinjewadi),0-2 Yrs,Not disclosed,"Good communication skills (must) Experience of complex crawling like captcha, recaptcha...","Python, Scrapy, Perl, Regular Expressions, Web Scraping, Software development, Web technologies, Expression",https://www.naukri.com/job-listings-software-developer-krawlnet-technologies-pune-0-to-2-years-211024002283
English Teacher,K12 Techno Services,"Hyderabad(Bachupally +1), Pune(Tathawade +2), Jodhpur(Pal Road +2)",0-5 Yrs,Not disclosed,Female candidate. Preferred candidate profile .,"Communication Skills, Teaching English, Bed, MA, English Literature, English Language, English, Languages",https://www.naukri.com/job-listings-english-teacher-k12-techno-services-hyderabad-pune-jodhpur-0-to-5-years-180225026523
Telesales/Presales Team Member,Kribaga Realty,"Pune(Hinjewadi Phase 1), Bengaluru(Yelahanka New Town)",1-2 Yrs,1.75-2.5 Lacs PA,Motivated and results-driven with experience in outbound sales and CRM software|Make a ...,"English, Outbound Sales, Telesales, Presales, Hindi, Crm Software, Team, Software",https://www.naukri.com/job-listings-telesales-presales-team-member-kribaga-realty-pune-bengaluru-1-to-2-years-250225022766
Sales Officer,Westford University College,"Kochi, Pune(Hinjewadi Phase 2), Bengaluru",0-4 Yrs,Not disclosed,Role & responsibilities Guides students and their families regarding educational optio...,"Sales, Target Achievement, Admissions, Target",https://www.naukri.com/job-listings-sales-officer-westford-university-college-kochi-pune-bengaluru-0-to-4-years-111124005232
Scientist 1 ADL,Evoke HR Pvt Ltd,Pune(Hinjewadi),2-6 Yrs,Not disclosed,Role & responsibilities Experience : 2 years to 5 years Location : Pune Qualification ...,"ADL, API, Analytical Development, Analytical Method Validation, Analytical Method Development, Method Validation, Method Development, API Manufacturing",https://www.naukri.com/job-listings-scientist-1-adl-evoke-hr-pune-2-to-6-years-220225006430
Production Manager (Electronics/Mechatronics),Tropicool Car Gadgets,Pune(Hinjewadi Rajiv Gandhi Infotech Park),8-12 Yrs,Not disclosed,Develop and maintain a multiskilling culture as per the product requirement Relevant Ex...,"daily production report, Kaizen, electronic product line setup, IATF, Zero defect, Apqp, 5S System, Skill Matrix",https://www.naukri.com/job-listings-production-manager-electronics-mechatronics-tropicool-car-gadgets-pune-8-to-12-years-191122006833
Design Engineer,Talentsurge Hr Services And Solutions,Pune(Nande),2-3 Yrs,3-4 Lacs PA,"Design the layout as per Customer requirements for new cranes, Understand customer requ...","AutoCAD, Design Calculations, Design Coordination, Design Documents, Coordination, Calculation, Design Calculation, Design",https://www.naukri.com/job-listings-design-engineer-talentsurge-hr-services-and-solutions-pune-2-to-3-years-250225023010
Loyalty and Referral (L&R) - Sales- Pune West,Godrej Properties,Pune(Hinjewadi),3-8 Yrs,Not disclosed,Preferred candidate profile -,"Sales, Loyalty, Referrals, Loyalty Program Management, leads, Loyalty Channel, Loyalty Programs, Program management",https://www.naukri.com/job-listings-loyalty-and-referral-l-r-sales-pune-west-godrej-properties-pune-3-to-8-years-220225008670
"Dot Net Developer- LINQ, Dot Net Core, Web Applications",Only candidates based in pune,Pune(Hinjewadi Rajiv Gandhi Infotech Park),3-8 Yrs,12-22 Lacs PA,Job Role Business System Analyst Experience 7+ Years Functional Group Software Design ...,"LINQ, .Net, Web Applications, Dot Net Core, SQL, C#, .Net framework, Kafka",https://www.naukri.com/job-listings-dot-net-developer-linq-dot-net-core-web-applications-symphoni-hr-pune-3-to-8-years-111224019114
Java Fullsatck + Angular - Pune - F2F Only 4-12Yrs,Leading Software Technologies,Hybrid - Pune(Hinjewadi),4-9 Yrs,15-30 Lacs PA,We are having a planned weekend drive for Java FS with Angular (Mandatory) for Pune loc...,"Java, Spring Boot, Angular, Java Fullstack, Spring, Full Stack, Boot",https://www.naukri.com/job-listings-java-fullsatck-angular-pune-f2f-only-4-12yrs-lib-cap-infotech-solutions-pune-4-to-9-years-260225012221
Back Office,Younity Energy,Hybrid - Pune(Hinjewadi Phase 1),0 Yrs,Not disclosed,"Back office Support , Calling, Data Entry (Excel) , Site Visite (MSEDCL Government Offi...","Back office Support, Calling, Office, Back office",https://www.naukri.com/job-listings-back-office-younity-energy-pune-0-to-0-years-200824010120
Bulk Hiring For International BPO MNC's Chat/Voice/Blended Process,Spes Manning,Pune(Viman Nagar +3),0-5 Yrs,3-6.5 Lacs PA,Bulk Hiring For International BPO MNC's Chat/Voice/Blended ProcessLocation: PuneSalary ...,"Blended Process, International BPO, International Voice Process, Chat Process, US Process, UK Process, BPO hiring, International process",https://www.naukri.com/job-listings-bulk-hiring-for-international-bpo-mnc-s-chat-voice-blended-process-spes-manning-solutions-llp-pune-0-to-5-years-170225015982
Bulk Hiring For International Voice/chat process--MNC,Spes Manning Solutions,Pune(Kharadi +4),0-5 Yrs,2-6 Lacs PA,"As a customer support executive, you will play a crucial role in ensuring the successfu...","Communication Skills, Fluent English, International Voice Process, Communicative English, Inbound Calls, Outbound Process, International BPO, International voice",https://www.naukri.com/job-listings-bulk-hiring-for-international-voice-chat-process-mnc-spes-manning-solutions-llp-pune-0-to-5-years-080225008099
Front Office Executive,Rajluckxmi Realcon,Pune(Ravet +1),1-5 Yrs,2-4 Lacs PA,Proficiency in Microsoft Office Suite & CRM software Qualification & Experience: . Educ...,"Front Office, Receptionist Activities, Front Office Management, Visitor Management, Front Office Support, Hospitality, Guest Service, Customer Satisfaction",https://www.naukri.com/job-listings-front-office-executive-rajluckxmi-realcon-pune-1-to-5-years-200225007858
Nurse Coordinator,Drsafehands,Pune(Hinjewadi Phase 1),0-4 Yrs,Not disclosed,Healthcare background with experience in phlebotomy or operations analysis|Ensure effic...,"We are seeking a highly motivated and detail-oriented phlebotomist or Operations Analyst to join our clinic team. This position ensure the efficient functioning of handle patients and overall clinic operations. Looking from Healthcare Background., Join, Functional, Handling, Patient care, Healthcare, Team, Positioning",https://www.naukri.com/job-listings-nurse-coordinator-jobline-consultants-pune-0-to-4-years-170225004145
Production Supervisor,Manufacturing Industry (Pvt. Ltd.),Pune(Shikrapur +14),1-6 Yrs,2.5-5 Lacs PA,Designation - Production Supervisor Department - Production Qualification - DE / BE (Me...,"Production Planning Control, Shift Planning, Production Engineering, Production Supervising, Manpower Handling, Control plan, Planning, Control",https://www.naukri.com/job-listings-production-supervisor-sharp-facility-and-placement-pune-1-to-6-years-240225001526
Telecaller,Ad2brand Media,"Pimpri-Chinchwad, Pune(Kate Vasti Pimple Saudagar +2)",1-2 Yrs,1.75-3 Lacs PA,"Preferred candidate profile . Education: Bachelors degree in Business, MarketingExperie...","Telecalling, Communication Skills, Upselling, Lead Generation, Cross Selling, Sales And Marketing, Data Analysis, Customer Service Management",https://www.naukri.com/job-listings-telecaller-ad2brand-media-pimpri-chinchwad-pune-1-to-2-years-130225014489
